,current_soil_moisture,temperature,rain,irrigation_amount
67,19.325925519992712,35.054924518850996,1,95.87024074078462
68,12.038757077738197,16.863766091994272,1,5.78638977577074
69,39.544647159412094,39.672173415012935,0,178.90435972162595
70,43.87821809211412,34.306119232416435,1,10.675606593588435
71,10.829391446392808,19.96789203835431,1,33.56600647969632
72,35.60465291496405,15.13805292809006,1,16.967990389556554
73,21.324788759896897,35.386535711370854,1,64.68483616687239
74,42.25863952047249,32.671433596190425,0,177.65367679797444
75,18.718321450249572,33.22517920102469,0,145.87894914098993
76,44.546886905123294,34.281758667148644,1,26.593792496423895
77,29.33676731502687,16.85111629335226,0,172.06901904105365
78,56.836499436836725,23.961643213606813,0,151.98997257085253
79,16.876047207299663,17.896726488128245,1,45.324084682883104
80,27.05331755251293,36.57758564688984,1,3.2315951109650465
81,15.673676062029454,30.58245317068895,0,155.95270143378914
82,56.23468091392814,23.27245062131623,1,41.12067208721862
83,53.86696766904905,16.588958757150593,0,220.55637640465972
84,22.89708138575778,22.774558042891556,1,27.09576425151299
85,42.999202301708955,23.12958305066868,0,126.63702504474996
86,50.86111001006079,33.2401544584516,1,7.620037959916315
87,37.760040579973115,30.93893678388033,0,288.1063654270767
88,36.48252891780032,37.18031856440817,0,183.32781154769583
89,22.092614545022585,26.805373129048732,0,216.2325242361653
90,14.655138390294962,17.98985614845754,1,91.91765518355596
91,54.860787897666334,32.83111968057487,0,116.54968400706124
92,55.02090285816652,34.019626215422434,0,275.33229718515855
93,41.65507286366339,29.031929939237408,1,55.158787254407
94,26.951489552435035,34.27417949886403,1,16.483426113700094
95,27.46047873063305,27.344889909109767,0,182.25102331707384
96,46.297783943511966,28.06832073454985,0,255.5204567470451
97,54.85551299762886,25.68852545896374,1,48.03700818663547
98,54.354321213255865,15.63547816860238,1,98.52860506655044
99,48.99377729288119,17.69728567483261,1,37.673896993794074
