,current_soil_moisture,temperature,rain,irrigation_amount,next_smoist_0,next_smoist_1,next_smoist_2,next_smoist_3,next_smoist_4,next_smoist_5
37,45.15094794475889,17.441802850159597,1,57.147302520501064,45.32238985232039,43.32238985232039,41.32238985232039,39.32238985232039,37.32238985232039,35.32238985232039
38,28.1814801189647,32.10582566280392,1,74.09738609106682,28.403772277237902,26.403772277237902,24.403772277237902,22.403772277237902,20.403772277237902,18.403772277237902
39,58.58910413604803,26.003812343490033,1,76.71948531085717,58.8192625919806,56.8192625919806,54.8192625919806,52.8192625919806,50.8192625919806,48.8192625919806
40,58.12236474710557,18.05095587111947,0,264.5580703753386,58.91603895823159,56.91603895823159,54.91603895823159,52.91603895823159,50.91603895823159,48.91603895823159
41,22.58911479126821,27.379422752781757,1,74.4211656943298,22.812378288351198,20.812378288351198,18.812378288351198,16.812378288351198,14.812378288351198,12.812378288351198
42,34.86242529461927,15.85971302788046,1,68.1039427096909,35.06673712274834,33.06673712274834,31.066737122748343,29.066737122748343,27.066737122748343,25.066737122748343
43,25.043915490838483,37.73301005196955,1,23.750647129246993,25.115167432226222,23.115167432226222,21.115167432226222,19.115167432226222,17.115167432226222,15.115167432226222
44,24.24202471887338,21.469499540000424,0,180.04457857440497,24.782158454596598,22.782158454596598,20.782158454596598,18.782158454596598,16.782158454596598,14.782158454596598
45,11.84434736772664,31.56305710884955,1,47.77148908802277,11.987661834990707,9.987661834990707,7.987661834990707,5.987661834990707,3.987661834990707,1.987661834990707
46,40.47821669899484,22.792776902235275,0,116.57826433867083,40.827951492010854,38.827951492010854,36.827951492010854,34.827951492010854,32.827951492010854,30.827951492010854
47,35.13395116144308,28.00170052944527,1,52.83701212972092,35.29246219783224,33.29246219783224,31.292462197832243,29.292462197832243,27.292462197832243,25.292462197832243
48,12.573937562499466,28.66775698358199,0,187.2671663213112,13.1357390614634,11.1357390614634,9.1357390614634,7.135739061463401,5.135739061463401,3.1357390614634006
49,23.93232321183057,19.621361388138176,0,260.4218498053468,24.713588761246612,22.713588761246612,20.713588761246612,18.713588761246612,16.713588761246612,14.713588761246612
50,55.41329429833269,39.239615694113965,1,97.79006687542709,55.706664498958965,53.706664498958965,51.706664498958965,49.706664498958965,47.706664498958965,45.706664498958965
51,21.97809453334862,34.37832058402786,0,211.2010077285169,22.61169755653417,20.61169755653417,18.61169755653417,16.61169755653417,14.611697556534171,12.611697556534171
52,17.244743604561155,38.48747353910473,1,32.268638827758366,17.34154952104443,15.341549521044431,13.341549521044431,11.341549521044431,9.341549521044431,7.341549521044431
53,34.472638013878154,37.37068376069122,1,4.340078329817276,34.48565824886761,32.48565824886761,30.485658248867608,28.485658248867608,26.485658248867608,24.485658248867608
54,59.282522705530035,29.94749947027713,1,92.4643330223596,59.55991570459712,57.55991570459712,55.55991570459712,53.55991570459712,51.55991570459712,49.55991570459712
55,22.10276357557502,38.04685587557792,0,283.82314305573186,22.954233004742214,20.954233004742214,18.954233004742214,16.954233004742214,14.954233004742214,12.954233004742214
56,43.606777370293926,17.212312551297988,0,150.59803359784823,44.05857147108747,42.05857147108747,40.05857147108747,38.05857147108747,36.05857147108747,34.05857147108747
57,48.08098076643588,19.89957156047863,1,69.54111231066476,48.28960410336787,46.28960410336787,44.28960410336787,42.28960410336787,40.28960410336787,38.28960410336787
58,21.881877199619986,16.13068222276345,1,7.543454708976927,21.904507563746918,19.904507563746918,17.904507563746918,15.904507563746918,13.904507563746918,11.904507563746918
59,46.41081743059298,23.133258269081608,0,133.2430863818506,46.81054668973853,44.81054668973853,42.81054668973853,40.81054668973853,38.81054668973853,36.81054668973853
60,28.38915663596266,24.71693224223705,1,21.68091065864912,28.454199367938607,26.454199367938607,24.454199367938607,22.454199367938607,20.454199367938607,18.454199367938607
61,41.61529152967897,21.783725794347397,1,29.449394683942987,41.7036397137308,39.7036397137308,37.7036397137308,35.7036397137308,33.7036397137308,31.7036397137308
62,41.67648553804473,35.718437728798236,1,99.58313750293706,41.97523495055354,39.97523495055354,37.97523495055354,35.97523495055354,33.97523495055354,31.975234950553542
63,36.78873420373792,23.918833167339734,0,239.38501117276297,37.5068892372562,35.5068892372562,33.5068892372562,31.506889237256203,29.506889237256203,27.506889237256203
64,14.514488502720416,22.023362742184517,0,176.840366275844,15.045009601547948,13.045009601547948,11.045009601547948,9.045009601547948,7.045009601547948,5.045009601547948
65,51.7651247794619,28.567402078956217,0,247.42014116860383,52.50738520296771,50.50738520296771,48.50738520296771,46.50738520296771,44.50738520296771,42.50738520296771
66,26.03900324858679,18.523105624369062,1,91.52543416691064,26.313579551087525,24.313579551087525,22.313579551087525,20.313579551087525,18.313579551087525,16.313579551087525
67,19.325925519992712,35.054924518850996,1,95.87024074078462,19.613536242215066,17.613536242215066,15.613536242215066,13.613536242215066,11.613536242215066,9.613536242215066
68,12.038757077738197,16.863766091994272,1,5.78638977577074,12.056116247065509,10.056116247065509,8.056116247065509,6.056116247065509,4.056116247065509,2.0561162470655088
69,39.544647159412094,39.672173415012935,0,178.90435972162595,40.08136023857697,38.08136023857697,36.08136023857697,34.08136023857697,32.08136023857697,30.08136023857697
70,43.87821809211412,34.306119232416435,1,10.675606593588435,43.910244911894885,41.910244911894885,39.910244911894885,37.910244911894885,35.910244911894885,33.910244911894885
71,10.829391446392808,19.96789203835431,1,33.56600647969632,10.930089465831898,8.930089465831898,6.930089465831898,4.930089465831898,2.930089465831898,0.9300894658318981
72,35.60465291496405,15.13805292809006,1,16.967990389556554,35.65555688613272,33.65555688613272,31.65555688613272,29.65555688613272,27.65555688613272,25.65555688613272
73,21.324788759896897,35.386535711370854,1,64.68483616687239,21.518843268397514,19.518843268397514,17.518843268397514,15.518843268397514,13.518843268397514,11.518843268397514
74,42.25863952047249,32.671433596190425,0,177.65367679797444,42.79160055086641,40.79160055086641,38.79160055086641,36.79160055086641,34.79160055086641,32.79160055086641
75,18.718321450249572,33.22517920102469,0,145.87894914098993,19.15595829767254,17.15595829767254,15.15595829767254,13.15595829767254,11.15595829767254,9.15595829767254
76,44.546886905123294,34.281758667148644,1,26.593792496423895,44.62666828261256,42.62666828261256,40.62666828261256,38.62666828261256,36.62666828261256,34.62666828261256
77,29.33676731502687,16.85111629335226,0,172.06901904105365,29.85297437215003,27.85297437215003,25.85297437215003,23.85297437215003,21.85297437215003,19.85297437215003
78,56.836499436836725,23.961643213606813,0,151.98997257085253,57.29246935454928,55.29246935454928,53.29246935454928,51.29246935454928,49.29246935454928,47.29246935454928
79,16.876047207299663,17.896726488128245,1,45.324084682883104,17.012019461348313,15.012019461348313,13.012019461348313,11.012019461348313,9.012019461348313,7.012019461348313
80,27.05331755251293,36.57758564688984,1,3.2315951109650465,27.063012337845823,25.063012337845823,23.063012337845823,21.063012337845823,19.063012337845823,17.063012337845823
81,15.673676062029454,30.58245317068895,0,155.95270143378914,16.14153416633082,14.141534166330821,12.141534166330821,10.141534166330821,8.141534166330821,6.141534166330821
82,56.23468091392814,23.27245062131623,1,41.12067208721862,56.3580429301898,54.3580429301898,52.3580429301898,50.3580429301898,48.3580429301898,46.3580429301898
83,53.86696766904905,16.588958757150593,0,220.55637640465972,54.52863679826303,52.52863679826303,50.52863679826303,48.52863679826303,46.52863679826303,44.52863679826303
84,22.89708138575778,22.774558042891556,1,27.09576425151299,22.978368678512318,20.978368678512318,18.978368678512318,16.978368678512318,14.978368678512318,12.978368678512318
85,42.999202301708955,23.12958305066868,0,126.63702504474996,43.37911337684321,41.37911337684321,39.37911337684321,37.37911337684321,35.37911337684321,33.37911337684321
86,50.86111001006079,33.2401544584516,1,7.620037959916315,50.88397012394054,48.88397012394054,46.88397012394054,44.88397012394054,42.88397012394054,40.88397012394054
87,37.760040579973115,30.93893678388033,0,288.1063654270767,38.62435967625434,36.62435967625434,34.62435967625434,32.62435967625434,30.624359676254343,28.624359676254343
88,36.48252891780032,37.18031856440817,0,183.32781154769583,37.03251235244341,35.03251235244341,33.03251235244341,31.032512352443412,29.032512352443412,27.032512352443412
89,22.092614545022585,26.805373129048732,0,216.2325242361653,22.74131211773108,20.74131211773108,18.74131211773108,16.74131211773108,14.74131211773108,12.74131211773108
90,14.655138390294962,17.98985614845754,1,91.91765518355596,14.93089135584563,12.93089135584563,10.93089135584563,8.93089135584563,6.930891355845629,4.930891355845629
91,54.860787897666334,32.83111968057487,0,116.54968400706124,55.21043694968752,53.21043694968752,51.21043694968752,49.21043694968752,47.21043694968752,45.21043694968752
92,55.02090285816652,34.019626215422434,0,275.33229718515855,55.846899749722,53.846899749722,51.846899749722,49.846899749722,47.846899749722,45.846899749722
93,41.65507286366339,29.031929939237408,1,55.158787254407,41.82054922542661,39.82054922542661,37.82054922542661,35.82054922542661,33.82054922542661,31.82054922542661
94,26.951489552435035,34.27417949886403,1,16.483426113700094,27.000939830776137,25.000939830776137,23.000939830776137,21.000939830776137,19.000939830776137,17.000939830776137
95,27.46047873063305,27.344889909109767,0,182.25102331707384,28.00723180058427,26.00723180058427,24.00723180058427,22.00723180058427,20.00723180058427,18.00723180058427
96,46.297783943511966,28.06832073454985,0,255.5204567470451,47.0643453137531,45.0643453137531,43.0643453137531,41.0643453137531,39.0643453137531,37.0643453137531
97,54.85551299762886,25.68852545896374,1,48.03700818663547,54.99962402218876,52.99962402218876,50.99962402218876,48.99962402218876,46.99962402218876,44.99962402218876
98,54.354321213255865,15.63547816860238,1,98.52860506655044,54.649907028455516,52.649907028455516,50.649907028455516,48.649907028455516,46.649907028455516,44.649907028455516
99,48.99377729288119,17.69728567483261,1,37.673896993794074,49.106798983862575,47.106798983862575,45.106798983862575,43.106798983862575,41.106798983862575,39.106798983862575
