id,temperature,humidity,rain,salinity,ph,soil_moisture
20250408005600,26.525999069213867,80.0,0.0,19.7,5.8,25.2
20250408005700,26.525999069213867,80.0,0.0,19.7,6.0,26.6
20250408005800,26.525999069213867,80.0,0.0,20.2,6.2,28.1
20250408005900,26.525999069213867,80.0,0.0,20.2,5.7,28.0
20250408010000,26.72599983215332,80.0,0.0,19.0,6.1,26.5
20250408010100,26.72599983215332,80.0,0.0,19.1,6.0,28.3
20250408010200,26.72599983215332,80.0,0.0,19.3,6.1,25.4
20250408010300,26.72599983215332,80.0,0.0,20.5,6.3,27.7
20250408010400,26.72599983215332,80.0,0.0,20.6,5.6,28.6
20250408010500,26.72599983215332,80.0,0.0,19.6,6.4,25.6
20250408010600,26.72599983215332,80.0,0.0,19.5,5.8,28.6
20250408010700,26.72599983215332,80.0,0.0,19.4,6.0,25.8
20250408010800,26.72599983215332,80.0,0.0,20.1,5.8,30.0
20250408010900,26.72599983215332,80.0,0.0,20.4,5.6,29.4
20250408011000,26.72599983215332,80.0,0.0,20.2,6.0,27.3
20250408011100,26.72599983215332,80.0,0.0,20.4,5.9,26.7
20250408011200,26.72599983215332,80.0,0.0,19.9,5.9,28.9
20250408011300,26.72599983215332,80.0,0.0,19.1,5.8,27.3
20250408011400,26.72599983215332,80.0,0.0,19.9,6.5,25.2
20250408011500,26.72599983215332,80.0,0.0,19.7,6.2,25.3
20250408011600,26.72599983215332,80.0,0.0,20.1,5.9,29.7
20250408011700,26.72599983215332,80.0,0.0,19.4,5.7,25.1
20250408011800,26.72599983215332,80.0,0.0,20.8,6.0,29.2
20250408011900,26.72599983215332,80.0,0.0,19.7,5.7,28.9
20250408012000,26.72599983215332,80.0,0.0,19.8,5.9,27.6
20250408012100,26.72599983215332,80.0,0.0,20.8,5.7,28.6
20250408012200,26.72599983215332,80.0,0.0,19.1,5.9,27.1
20250408012300,26.72599983215332,80.0,0.0,20.1,5.7,27.3
20250408012400,26.72599983215332,80.0,0.0,20.9,5.6,25.6
20250408012500,26.72599983215332,80.0,0.0,20.9,6.3,27.6
20250408012600,26.72599983215332,80.0,0.0,20.2,6.1,28.4
20250408012700,26.72599983215332,80.0,0.0,19.5,6.0,28.9
20250408012800,26.72599983215332,80.0,0.0,20.3,6.2,26.3
20250408012900,26.72599983215332,80.0,0.0,20.6,6.3,26.7
20250408013000,26.72599983215332,80.0,0.0,19.8,6.4,29.6
20250408013100,26.72599983215332,80.0,0.0,20.6,6.2,26.1
20250408013200,26.72599983215332,80.0,0.0,19.2,6.4,27.5
20250408013300,26.72599983215332,80.0,0.0,20.5,6.0,28.6
20250408013400,26.72599983215332,80.0,0.0,20.9,6.2,28.6
20250408013500,26.72599983215332,80.0,0.0,19.7,6.0,25.7
20250408013600,26.72599983215332,80.0,0.0,19.8,6.3,29.3
20250408013700,26.72599983215332,80.0,0.0,20.6,5.7,25.6
20250408013800,26.72599983215332,80.0,0.0,19.4,5.7,29.5
20250408013900,26.72599983215332,80.0,0.0,20.0,6.2,29.7
20250408014000,26.72599983215332,80.0,0.0,19.1,6.3,28.6
20250408014100,26.72599983215332,80.0,0.0,21.0,6.4,27.5
20250408014200,26.72599983215332,80.0,0.0,19.9,5.9,27.3
20250408014300,26.72599983215332,80.0,0.0,20.7,5.9,28.1
20250408014400,26.72599983215332,80.0,0.0,20.3,5.8,29.2
20250408014500,26.72599983215332,80.0,0.0,19.3,5.5,29.6
20250408014600,26.72599983215332,80.0,0.0,20.6,6.3,29.4
20250408014700,26.72599983215332,80.0,0.0,19.9,6.2,25.1
20250408014800,26.72599983215332,80.0,0.0,19.4,6.0,27.4
20250408014900,26.72599983215332,80.0,0.0,19.5,6.1,27.5
20250408015000,26.72599983215332,80.0,0.0,20.0,5.9,25.3
20250408015100,26.72599983215332,80.0,0.0,20.5,6.5,27.8
20250408015200,26.72599983215332,80.0,0.0,19.8,5.9,26.9
20250408015300,26.72599983215332,80.0,0.0,20.5,5.9,28.8
20250408015400,26.72599983215332,80.0,0.0,19.1,6.3,27.0
20250408015500,26.72599983215332,80.0,0.0,19.5,6.4,25.6
20250408015600,26.72599983215332,80.0,0.0,19.2,5.7,25.8
20250408015700,26.72599983215332,80.0,0.0,21.0,6.5,26.9
20250408015800,26.72599983215332,80.0,0.0,19.9,6.4,28.4
20250408015900,26.72599983215332,80.0,0.0,20.8,5.7,26.7
20250408020000,26.575998306274414,82.0,0.0,20.3,5.6,28.8
20250408020100,26.575998306274414,82.0,0.0,19.1,5.9,25.8
20250408020200,26.575998306274414,82.0,0.0,19.8,5.6,29.4
20250408020300,26.575998306274414,82.0,0.0,20.5,5.7,28.3
20250408020400,26.575998306274414,82.0,0.0,20.7,6.2,28.9
20250408020500,26.575998306274414,82.0,0.0,21.0,5.8,28.1
20250408020600,26.575998306274414,82.0,0.0,19.8,6.2,29.4
20250408020700,26.575998306274414,82.0,0.0,19.4,6.4,28.1
20250408020800,26.575998306274414,82.0,0.0,20.1,5.6,29.2
20250408020900,26.575998306274414,82.0,0.0,19.1,6.1,29.8
20250408021000,26.575998306274414,82.0,0.0,20.9,6.0,29.6
20250408021100,26.575998306274414,82.0,0.0,20.8,6.2,29.6
20250408021200,26.575998306274414,82.0,0.0,19.7,6.4,25.8
20250408021300,26.575998306274414,82.0,0.0,20.4,5.8,27.6
20250408021400,26.575998306274414,82.0,0.0,19.7,6.0,27.1
20250408021500,26.575998306274414,82.0,0.0,20.4,5.6,28.8
20250408021600,26.575998306274414,82.0,0.0,20.3,6.4,25.2
20250408021700,26.575998306274414,82.0,0.0,20.7,5.7,28.5
20250408021800,26.575998306274414,82.0,0.0,20.7,6.3,29.1
20250408021900,26.575998306274414,82.0,0.0,19.9,6.3,26.9
20250408022000,26.575998306274414,82.0,0.0,20.9,6.0,29.8
20250408022100,26.575998306274414,82.0,0.0,20.8,6.1,29.1
20250408022200,26.575998306274414,82.0,0.0,20.5,6.1,29.4
20250408022300,26.575998306274414,82.0,0.0,19.4,5.9,28.4
20250408022400,26.575998306274414,82.0,0.0,20.3,6.0,29.1
20250408022500,26.575998306274414,82.0,0.0,19.8,5.9,28.0
20250408022600,26.575998306274414,82.0,0.0,19.6,6.2,25.8
20250408022700,26.575998306274414,82.0,0.0,20.6,5.5,28.6
20250408022800,26.575998306274414,82.0,0.0,20.5,5.7,28.5
20250408022900,26.575998306274414,82.0,0.0,20.3,5.8,27.7
20250408023000,26.575998306274414,82.0,0.0,20.4,6.2,26.3
20250408023100,26.575998306274414,82.0,0.0,20.1,5.8,27.4
20250408023200,26.575998306274414,82.0,0.0,19.3,6.2,28.0
20250408023300,26.575998306274414,82.0,0.0,20.6,6.4,29.4
20250408023400,26.575998306274414,82.0,0.0,19.7,6.3,27.4
20250408023500,26.575998306274414,82.0,0.0,20.2,6.4,26.3
20250408023600,26.575998306274414,82.0,0.0,20.3,6.0,28.7
20250408023700,26.575998306274414,82.0,0.0,20.9,6.2,27.1
20250408023800,26.575998306274414,82.0,0.0,21.0,6.0,29.9
20250408023900,26.575998306274414,82.0,0.0,19.5,6.4,27.4
20250408024000,26.575998306274414,82.0,0.0,20.8,6.5,29.1
20250408024100,26.575998306274414,82.0,0.0,20.6,6.4,26.1
20250408024200,26.575998306274414,82.0,0.0,20.6,5.9,25.7
20250408024300,26.575998306274414,82.0,0.0,19.4,5.8,28.1
20250408024400,26.575998306274414,82.0,0.0,20.5,5.8,27.4
20250408024500,26.575998306274414,82.0,0.0,20.0,6.4,29.9
20250408024600,26.575998306274414,82.0,0.0,19.6,5.9,28.5
20250408024700,26.575998306274414,82.0,0.0,20.3,5.7,28.3
20250408024800,26.575998306274414,82.0,0.0,20.5,5.5,27.0
20250408024900,26.575998306274414,82.0,0.0,20.5,5.6,29.0
20250408025000,26.575998306274414,82.0,0.0,19.1,6.4,29.8
20250408025100,26.575998306274414,82.0,0.0,19.7,6.3,27.1
20250408025200,26.575998306274414,82.0,0.0,20.9,6.2,30.0
20250408025300,26.575998306274414,82.0,0.0,20.7,5.8,27.6
20250408025400,26.575998306274414,82.0,0.0,20.9,6.3,25.7
20250408025500,26.575998306274414,82.0,0.0,20.1,5.5,25.9
20250408025600,26.575998306274414,82.0,0.0,19.6,5.8,25.9
20250408025700,26.575998306274414,82.0,0.0,19.3,6.1,29.8
20250408025800,26.575998306274414,82.0,0.0,20.6,6.1,29.6
20250408025900,26.575998306274414,82.0,0.0,20.8,6.2,26.3
20250408030000,26.42599868774414,82.0,0.0,19.7,6.5,26.5
20250408030100,26.42599868774414,82.0,0.0,19.5,6.1,25.9
20250408030200,26.42599868774414,82.0,0.0,21.0,6.0,29.6
20250408030300,26.42599868774414,82.0,0.0,19.1,5.9,27.4
20250408030400,26.42599868774414,82.0,0.0,19.8,6.1,29.2
20250408030500,26.42599868774414,82.0,0.0,20.0,6.3,25.2
20250408030600,26.42599868774414,82.0,0.0,19.2,6.3,25.7
20250408030700,26.42599868774414,82.0,0.0,19.3,5.7,27.2
20250408030800,26.42599868774414,82.0,0.0,20.4,6.3,27.2
20250408030900,26.42599868774414,82.0,0.0,19.9,6.0,28.0
20250408031000,26.42599868774414,82.0,0.0,19.1,5.9,26.5
20250408031100,26.42599868774414,82.0,0.0,20.7,5.9,27.1
20250408031200,26.42599868774414,82.0,0.0,20.4,5.7,28.7
20250408031300,26.42599868774414,82.0,0.0,19.9,5.9,25.5
20250408031400,26.42599868774414,82.0,0.0,19.2,6.1,25.8
20250408031500,26.42599868774414,82.0,0.0,19.3,6.0,29.7
20250408031600,26.42599868774414,82.0,0.0,20.3,5.9,27.1
20250408031700,26.42599868774414,82.0,0.0,20.0,6.4,25.7
20250408031800,26.42599868774414,82.0,0.0,20.8,6.2,25.6
20250408031900,26.42599868774414,82.0,0.0,19.7,6.2,27.7
20250408032000,26.42599868774414,82.0,0.0,20.4,6.2,27.0
20250408032100,26.42599868774414,82.0,0.0,19.9,6.4,25.8
20250408032200,26.42599868774414,82.0,0.0,20.0,6.3,28.2
20250408032300,26.42599868774414,82.0,0.0,19.3,6.2,25.6
20250408032400,26.42599868774414,82.0,0.0,20.2,6.0,28.4
20250408032500,26.42599868774414,82.0,0.0,20.0,5.6,28.6
20250408032600,26.42599868774414,82.0,0.0,20.2,5.5,25.3
20250408032700,26.42599868774414,82.0,0.0,19.3,5.5,29.5
20250408032800,26.42599868774414,82.0,0.0,19.2,6.1,27.3
20250408032900,26.42599868774414,82.0,0.0,20.1,5.8,27.3
20250408033000,26.42599868774414,82.0,0.0,20.7,6.0,29.6
20250408033100,26.42599868774414,82.0,0.0,19.4,6.3,27.1
20250408033200,26.42599868774414,82.0,0.0,20.5,5.8,28.4
20250408033300,26.42599868774414,82.0,0.0,19.8,6.1,28.7
20250408033400,26.42599868774414,82.0,0.0,20.0,5.9,29.4
20250408033500,26.42599868774414,82.0,0.0,19.1,6.2,27.3
20250408033600,26.42599868774414,82.0,0.0,19.7,6.1,27.1
20250408033700,26.42599868774414,82.0,0.0,19.0,5.9,29.9
20250408033800,26.42599868774414,82.0,0.0,19.7,6.4,28.3
20250408033900,26.42599868774414,82.0,0.0,19.3,6.4,28.7
20250408034000,26.42599868774414,82.0,0.0,20.5,5.8,28.3
20250408034100,26.42599868774414,82.0,0.0,20.2,5.6,26.7
20250408034200,26.42599868774414,82.0,0.0,19.8,5.7,27.6
20250408034300,26.42599868774414,82.0,0.0,20.6,6.1,27.6
20250408034400,26.42599868774414,82.0,0.0,20.6,6.4,28.2
20250408034500,26.42599868774414,82.0,0.0,19.7,5.8,28.9
20250408034600,26.42599868774414,82.0,0.0,20.9,6.0,25.6
20250408034700,26.42599868774414,82.0,0.0,20.0,6.4,27.9
20250408034800,26.42599868774414,82.0,0.0,20.0,6.2,26.5
20250408034900,26.42599868774414,82.0,0.0,20.4,6.2,29.6
20250408035000,26.42599868774414,82.0,0.0,19.2,6.4,25.7
20250408035100,26.42599868774414,82.0,0.0,19.6,6.0,29.0
20250408035200,26.42599868774414,82.0,0.0,19.7,5.9,28.7
20250408035300,26.42599868774414,82.0,0.0,20.9,5.8,25.6
20250408035400,26.42599868774414,82.0,0.0,19.6,6.3,28.0
20250408035500,26.42599868774414,82.0,0.0,19.5,6.4,28.7
20250408035600,26.42599868774414,82.0,0.0,20.2,5.9,25.1
20250408035700,26.42599868774414,82.0,0.0,19.8,5.9,27.1
20250408035800,26.42599868774414,82.0,0.0,19.1,5.8,29.9
20250408035900,26.42599868774414,82.0,0.0,20.4,6.3,28.9
20250408040000,26.325998306274414,83.0,0.0,20.9,5.8,29.9
20250408040100,26.325998306274414,83.0,0.0,21.0,5.7,26.6
20250408040200,26.325998306274414,83.0,0.0,20.5,5.9,26.1
20250408040300,26.325998306274414,83.0,0.0,20.6,6.1,26.4
20250408040400,26.325998306274414,83.0,0.0,20.3,6.1,29.2
20250408040500,26.325998306274414,83.0,0.0,19.1,6.3,29.9
20250408040600,26.325998306274414,83.0,0.0,19.5,5.7,29.4
20250408040700,26.325998306274414,83.0,0.0,20.1,6.0,26.6
20250408040800,26.325998306274414,83.0,0.0,19.2,5.7,26.1
20250408040900,26.325998306274414,83.0,0.0,20.2,6.0,27.7
20250408041000,26.325998306274414,83.0,0.0,20.1,5.5,28.0
20250408041100,26.325998306274414,83.0,0.0,19.0,6.1,26.6
20250408041200,26.325998306274414,83.0,0.0,19.8,6.1,25.2
20250408041300,26.325998306274414,83.0,0.0,20.5,6.0,26.8
20250408041400,26.325998306274414,83.0,0.0,19.4,5.9,25.9
20250408041500,26.325998306274414,83.0,0.0,20.5,6.0,28.5
20250408041600,26.325998306274414,83.0,0.0,19.0,6.3,27.1
20250408041700,26.325998306274414,83.0,0.0,20.5,6.3,29.1
20250408041800,26.325998306274414,83.0,0.0,19.9,6.3,27.9
20250408041900,26.325998306274414,83.0,0.0,19.5,6.4,27.5
20250408042000,26.325998306274414,83.0,0.0,20.6,6.0,29.6
20250408042100,26.325998306274414,83.0,0.0,20.5,6.2,28.2
20250408042200,26.325998306274414,83.0,0.0,19.2,6.4,26.1
20250408042300,26.325998306274414,83.0,0.0,20.4,5.6,26.7
20250408042400,26.325998306274414,83.0,0.0,20.1,5.6,26.5
20250408042500,26.325998306274414,83.0,0.0,20.9,5.7,26.3
20250408042600,26.325998306274414,83.0,0.0,20.0,6.1,28.2
20250408042700,26.325998306274414,83.0,0.0,20.8,5.7,25.5
20250408042800,26.325998306274414,83.0,0.0,19.9,5.9,29.4
20250408042900,26.325998306274414,83.0,0.0,20.7,6.2,25.5
20250408043000,26.325998306274414,83.0,0.0,20.4,5.8,25.9
20250408043100,26.325998306274414,83.0,0.0,19.5,5.6,25.2
20250408043200,26.325998306274414,83.0,0.0,19.7,6.4,29.9
20250408043300,26.325998306274414,83.0,0.0,20.0,6.3,27.0
20250408043400,26.325998306274414,83.0,0.0,19.9,6.4,25.9
20250408043500,26.325998306274414,83.0,0.0,20.9,5.8,26.4
20250408043600,26.325998306274414,83.0,0.0,20.2,5.6,27.1
20250408043700,26.325998306274414,83.0,0.0,20.0,5.8,26.7
20250408043800,26.325998306274414,83.0,0.0,20.6,6.4,27.7
20250408043900,26.325998306274414,83.0,0.0,20.7,5.6,26.0
20250408044000,26.325998306274414,83.0,0.0,19.7,6.4,28.5
20250408044100,26.325998306274414,83.0,0.0,20.8,6.5,28.4
20250408044200,26.325998306274414,83.0,0.0,19.2,5.5,26.1
20250408044300,26.325998306274414,83.0,0.0,20.9,5.8,26.5
20250408044400,26.325998306274414,83.0,0.0,19.3,6.2,26.0
20250408044500,26.325998306274414,83.0,0.0,20.1,6.5,26.6
20250408044600,26.325998306274414,83.0,0.0,19.7,5.6,29.3
20250408044700,26.325998306274414,83.0,0.0,19.8,5.7,27.0
20250408044800,26.325998306274414,83.0,0.0,19.7,6.2,27.9
20250408044900,26.325998306274414,83.0,0.0,19.1,5.8,28.9
20250408045000,26.325998306274414,83.0,0.0,21.0,5.9,25.6
20250408045100,26.325998306274414,83.0,0.0,20.8,6.0,28.6
20250408045200,26.325998306274414,83.0,0.0,20.3,6.3,28.0
20250408045300,26.325998306274414,83.0,0.0,19.6,6.5,26.5
20250408045400,26.325998306274414,83.0,0.0,19.9,5.8,30.0
20250408045500,26.325998306274414,83.0,0.0,20.9,5.9,26.0
20250408045600,26.325998306274414,83.0,0.0,19.7,5.7,27.6
20250408045700,26.325998306274414,83.0,0.0,19.0,6.4,25.5
20250408045800,26.325998306274414,83.0,0.0,19.5,6.4,25.9
20250408045900,26.325998306274414,83.0,0.0,19.7,5.7,29.2
20250408050000,26.17599868774414,84.0,0.0,19.9,5.7,26.3
20250408050100,26.17599868774414,84.0,0.0,20.2,5.7,26.4
20250408050200,26.17599868774414,84.0,0.0,19.9,5.9,29.3
20250408050300,26.17599868774414,84.0,0.0,20.0,6.0,29.0
20250408050400,26.17599868774414,84.0,0.0,19.7,6.1,25.5
20250408050500,26.17599868774414,84.0,0.0,21.0,6.3,27.4
20250408050600,26.17599868774414,84.0,0.0,19.2,5.5,28.5
20250408050700,26.17599868774414,84.0,0.0,20.0,6.3,27.3
20250408050800,26.17599868774414,84.0,0.0,20.5,6.3,25.3
20250408050900,26.17599868774414,84.0,0.0,19.9,5.9,29.8
20250408051000,26.17599868774414,84.0,0.0,19.8,6.4,29.4
20250408051100,26.17599868774414,84.0,0.0,19.1,6.4,25.3
20250408051200,26.17599868774414,84.0,0.0,20.3,5.8,27.2
20250408051300,26.17599868774414,84.0,0.0,20.7,6.1,28.2
20250408051400,26.17599868774414,84.0,0.0,20.0,5.8,25.6
20250408051500,26.17599868774414,84.0,0.0,19.4,5.7,26.6
20250408051600,26.17599868774414,84.0,0.0,19.2,5.6,27.4
20250408051700,26.17599868774414,84.0,0.0,19.7,6.3,26.0
20250408051800,26.17599868774414,84.0,0.0,20.3,6.4,27.4
20250408051900,26.17599868774414,84.0,0.0,20.9,6.2,28.1
20250408052000,26.17599868774414,84.0,0.0,20.1,6.3,26.6
20250408052100,26.17599868774414,84.0,0.0,20.6,5.9,28.6
20250408052200,26.17599868774414,84.0,0.0,20.8,6.2,28.8
20250408052300,26.17599868774414,84.0,0.0,20.8,5.6,27.5
20250408052400,26.17599868774414,84.0,0.0,19.7,5.7,25.7
20250408052500,26.17599868774414,84.0,0.0,20.8,5.7,27.3
20250408052600,26.17599868774414,84.0,0.0,20.8,5.8,26.1
20250408052700,26.17599868774414,84.0,0.0,19.9,6.0,25.0
20250408052800,26.17599868774414,84.0,0.0,20.0,5.8,29.0
20250408052900,26.17599868774414,84.0,0.0,20.4,5.5,28.3
20250408053000,26.17599868774414,84.0,0.0,20.8,5.9,25.6
20250408053100,26.17599868774414,84.0,0.0,19.0,5.8,26.0
20250408053200,26.17599868774414,84.0,0.0,19.5,5.9,29.1
20250408053300,26.17599868774414,84.0,0.0,20.7,5.8,28.1
20250408053400,26.17599868774414,84.0,0.0,20.9,6.1,29.3
20250408053500,26.17599868774414,84.0,0.0,19.7,6.2,29.5
20250408053600,26.17599868774414,84.0,0.0,20.3,6.4,29.7
20250408053700,26.17599868774414,84.0,0.0,21.0,5.5,28.4
20250408053800,26.17599868774414,84.0,0.0,20.8,5.6,28.5
20250408053900,26.17599868774414,84.0,0.0,19.7,5.9,25.6
20250408054000,26.17599868774414,84.0,0.0,20.3,5.9,28.9
20250408054100,26.17599868774414,84.0,0.0,19.7,6.4,25.9
20250408054200,26.17599868774414,84.0,0.0,19.1,6.1,29.8
20250408054300,26.17599868774414,84.0,0.0,19.5,5.6,29.7
20250408054400,26.17599868774414,84.0,0.0,19.3,5.9,28.7
20250408054500,26.17599868774414,84.0,0.0,19.6,6.2,26.2
20250408054600,26.17599868774414,84.0,0.0,20.3,5.5,28.8
20250408054700,26.17599868774414,84.0,0.0,19.7,5.8,27.1
20250408054800,26.17599868774414,84.0,0.0,20.2,6.2,27.6
20250408054900,26.17599868774414,84.0,0.0,20.9,6.0,25.5
20250408055000,26.17599868774414,84.0,0.0,20.2,5.9,28.1
20250408055100,26.17599868774414,84.0,0.0,19.2,5.9,29.4
20250408055200,26.17599868774414,84.0,0.0,19.6,5.5,25.7
20250408055300,26.17599868774414,84.0,0.0,20.5,5.8,28.8
20250408055400,26.17599868774414,84.0,0.0,20.6,5.8,29.1
20250408055500,26.17599868774414,84.0,0.0,20.2,5.5,26.1
20250408055600,26.17599868774414,84.0,0.0,19.9,5.6,28.0
20250408055700,26.17599868774414,84.0,0.0,20.2,5.5,28.9
20250408055800,26.17599868774414,84.0,0.0,19.5,5.9,26.6
20250408055900,26.17599868774414,84.0,0.0,19.6,6.3,28.5
20250408060000,26.075998306274414,85.0,0.0,20.4,5.6,25.8
20250408060100,26.075998306274414,85.0,0.0,20.7,6.0,28.3
20250408060200,26.075998306274414,85.0,0.0,19.3,5.8,29.7
20250408060300,26.075998306274414,85.0,0.0,19.1,5.9,26.1
20250408060400,26.075998306274414,85.0,0.0,20.8,6.3,27.8
20250408060500,26.075998306274414,85.0,0.0,20.5,6.1,27.5
20250408060600,26.075998306274414,85.0,0.0,19.9,6.4,29.9
20250408060700,26.075998306274414,85.0,0.0,20.4,6.4,25.0
20250408060800,26.075998306274414,85.0,0.0,20.1,6.2,27.7
20250408060900,26.075998306274414,85.0,0.0,20.8,6.3,27.3
20250408061000,26.075998306274414,85.0,0.0,19.7,6.3,28.7
20250408061100,26.075998306274414,85.0,0.0,20.2,5.7,25.7
20250408061200,26.075998306274414,85.0,0.0,20.1,6.0,28.8
20250408061300,26.075998306274414,85.0,0.0,19.3,6.0,26.2
20250408061400,26.075998306274414,85.0,0.0,20.5,6.1,26.5
20250408061500,26.075998306274414,85.0,0.0,20.8,6.4,26.1
20250408061600,26.075998306274414,85.0,0.0,20.9,6.0,29.6
20250408061700,26.075998306274414,85.0,0.0,20.2,6.4,26.1
20250408061800,26.075998306274414,85.0,0.0,20.1,6.4,29.1
20250408061900,26.075998306274414,85.0,0.0,20.3,6.4,28.9
20250408062000,26.075998306274414,85.0,0.0,19.3,6.4,29.3
20250408062100,26.075998306274414,85.0,0.0,19.6,6.2,29.5
20250408062200,26.075998306274414,85.0,0.0,19.3,5.9,29.5
20250408062300,26.075998306274414,85.0,0.0,20.9,5.7,25.5
20250408062400,26.075998306274414,85.0,0.0,20.4,5.6,27.4
20250408062500,26.075998306274414,85.0,0.0,19.9,5.8,26.1
20250408062600,26.075998306274414,85.0,0.0,19.1,5.6,27.1
20250408062700,26.075998306274414,85.0,0.0,20.5,6.1,29.0
20250408062800,26.075998306274414,85.0,0.0,20.7,6.4,28.7
20250408062900,26.075998306274414,85.0,0.0,19.5,5.7,29.4
20250408063000,26.075998306274414,85.0,0.0,20.3,6.0,29.4
20250408063100,26.075998306274414,85.0,0.0,19.2,5.8,25.5
20250408063200,26.075998306274414,85.0,0.0,19.4,6.0,25.7
20250408063300,26.075998306274414,85.0,0.0,19.5,5.7,30.0
20250408063400,26.075998306274414,85.0,0.0,20.9,6.0,28.9
20250408063500,26.075998306274414,85.0,0.0,20.3,6.2,27.0
20250408063600,26.075998306274414,85.0,0.0,20.8,6.2,26.5
20250408063700,26.075998306274414,85.0,0.0,19.8,6.4,25.6
20250408063800,26.075998306274414,85.0,0.0,21.0,6.4,26.8
20250408063900,26.075998306274414,85.0,0.0,19.1,6.4,27.1
20250408064000,26.075998306274414,85.0,0.0,20.0,5.7,28.2
20250408064100,26.075998306274414,85.0,0.0,19.9,6.3,28.9
20250408064200,26.075998306274414,85.0,0.0,19.8,5.5,29.5
20250408064300,26.075998306274414,85.0,0.0,20.4,5.6,27.5
20250408064400,26.075998306274414,85.0,0.0,20.2,6.4,28.4
20250408064500,26.075998306274414,85.0,0.0,20.8,6.0,25.9
20250408064600,26.075998306274414,85.0,0.0,20.2,5.7,26.1
20250408064700,26.075998306274414,85.0,0.0,20.9,6.1,29.0
20250408064800,26.075998306274414,85.0,0.0,20.9,6.1,26.0
20250408064900,26.075998306274414,85.0,0.0,19.7,6.4,25.7
